Endurance_meters,Sprint10m_seconds,Flying20m_seconds,Agility_seconds,CMJ_cm,Squat_BW_multiple,StrengthBW_multiple,BodyFat_percent,PlayerPosition,TrainingStatus,FitnessOutput
1228.1,1.793,3.197,9.43,48.6,2.46,1.08,9.4,DF,Completed,Unfit
1303.4,1.952,2.628,10.396,66.7,1.55,1.77,8.5,FW,Completed,Fit
1306.5,1.73,3.292,8.738,45.1,1.63,1.31,8.8,MF,Completed,Unfit
1509.1,1.8,2.742,9.799,63.5,1.35,1.7,4.9,FW,Partial,Fit
1714.6,1.804,2.723,9.866,79.8,1.97,1.44,12,MF,Partial,Fit
1709.3,1.731,2.681,9.124,60.5,1.57,1.5,15.6,MF,Completed,Unfit
1501.4,1.772,2.842,9.514,60.1,1.31,1.85,9.7,GK,Partial,Fit
1103.4,1.88,3.12,10.988,47.9,1.58,1.49,10.6,MF,Partial,Unfit
1080.6,1.96,2.866,10.058,,2,1.18,9.4,GK,Not Completed,Unfit
1110.8,1.829,2.595,8.667,43.6,1.38,1.45,9.3,MF,Partial,Unfit
1244.5,1.614,2.631,8.17,69.5,1.29,1.63,10.3,MF,Not Completed,Unfit
1480.4,2.015,2.964,7.968,52.9,1.68,1.24,8.8,DF,Not Completed,Unfit
1679.1,1.81,2.688,9.511,50.8,1.63,1.01,6.4,MF,Partial,Unfit
1472.5,1.887,3.034,9.057,57.1,1.81,1.09,8,MF,Not Completed,Unfit
1111.2,1.717,2.912,9.362,44.8,1.78,1.38,10.7,FW,Not Completed,Unfit
1758.8,1.703,3.063,9.695,52.1,1.68,1.6,11.5,GK,Partial,Fit
1557.7,1.654,2.966,9.878,56.9,1.6,1.74,10.5,MF,Partial,Fit
1245.3,1.887,2.81,9.836,64.6,1.75,16.2,7.8,DF,Not Completed,Fit
1709.2,1.709,2.989,8.714,70.7,1.61,1.53,12.8,GK,Partial,Fit
1093.3,1.831,3.325,9.704,53.5,1.17,0.96,8.5,DF,Completed,Unfit
1657.7,1.853,2.792,9.388,59.5,2.16,1.25,12.1,DF,Not Completed,Fit
1196.9,1.736,2.751,9.962,38.7,1.42,1.48,8.5,FW,Not Completed,Unfit
1200.2,2.159,2.601,9.451,72.6,1.97,1.63,12.4,GK,Completed,Unfit
1116.1,1.905,3.072,9.051,51,2.35,1.26,9.3,FW,Not Completed,Fit
1078.9,1.915,2.764,8.85,35.1,2.08,1.4,9.5,FW,Partial,Unfit
1501.2,1.862,2.544,9.884,49.9,1.93,1.51,8.2,GK,Completed,Unfit
1142.6,2.048,3.029,7.968,56.7,2.12,1.02,12.2,FW,Partial,Unfit
1040.6,1.928,2.589,8.941,37.5,1.53,1.43,13.7,DF,Partial,Unfit
991.4,1.824,2.97,9.653,76.4,1.55,1.37,13.3,GK,Not Completed,Unfit
1455.9,2.064,2.931,10.494,48.7,1.99,1.49,11,GK,Partial,Unfit
1032.5,1.884,3.222,10.064,53.1,1.83,1.25,5.4,DF,Partial,Unfit
996.2,17.89,2.945,9.509,54.1,1.35,1.74,8.8,GK,Completed,Unfit
1091,1.929,2.96,,51.7,1.28,1.59,4,GK,Partial,Unfit
1097.9,1.799,2.924,9.565,52.4,1.46,1.41,11.4,MF,Partial,Fit
1123.8,1.687,3.117,9.476,61.9,1.98,1.43,4.5,DF,Partial,Unfit
1214.7,1.914,2.758,10.418,74.6,1.29,1.24,16.7,GK,Partial,Unfit
1195,1.984,2.629,10.055,62.4,1.68,1.17,9,MF,Not Completed,Unfit
1229.9,1.917,2.692,8.229,52.2,1.57,1.33,10.9,GK,Completed,Fit
1423.1,1.926,2.936,9.473,51.9,0.99,1.51,9.1,GK,Partial,Unfit
1484.3,1.888,2.637,9.377,49.5,1.49,1.18,8.5,FW,Partial,Unfit
1379.7,2.066,3.166,8.985,39.7,2.23,1.44,12.1,GK,Partial,Unfit
1343.2,1.53,2.921,8.647,64.1,1.79,1.11,10.4,FW,Not Completed,Unfit
1053.7,2.024,2.986,9.781,42.3,2.21,1.47,12,DF,Completed,Unfit
1453.7,1.762,2.982,9.923,57.6,2.08,1.32,10.9,DF,Partial,Fit
1481.9,2.104,2.993,9.156,54.3,1.85,1.13,10.7,DF,Partial,Unfit
1453.1,1.83,2.944,8.608,38.2,2.07,0.86,10.9,FW,Completed,Unfit
1409.2,1.88,2.893,10.695,52.4,1.97,1.38,8.1,DF,Completed,Unfit
1188.1,1.906,2.651,10.178,53.7,1.42,1.61,12,FW,Not Completed,Fit
1513.7,1.708,2.792,10.028,60.7,1.77,1.59,13,GK,Completed,Fit
1614.4,1.972,2.975,106.54,54.4,1.82,1.41,4.9,GK,Not Completed,Unfit
868.1,1.929,2.697,9.693,60.7,1.8,1.37,13.8,MF,Completed,Unfit
1125.8,1.829,2.831,10.44,55.9,1.96,1.25,7,DF,Completed,Fit
1330.1,1.829,2.805,9.718,73,1.5,1.12,7,DF,Completed,Unfit
953.2,1.888,2.712,8.86,41.2,1.33,1.33,19.3,MF,Partial,Unfit
1168.5,1.768,2.708,10.32,50.8,1.65,1.52,11.7,DF,Not Completed,Fit
1704.5,1.525,2.931,8.643,34.8,1.49,1.19,8.6,FW,Not Completed,Unfit
1231.3,1.727,3.044,9.858,45.1,1.91,1.08,14.2,FW,Not Completed,Unfit
1641.2,1.894,2.671,8.381,35.7,2.05,1.47,7.1,MF,Completed,Unfit
1642,2.135,2.62,11.019,48.2,1.72,1.03,7.7,DF,Completed,Unfit
1099.6,1.835,2.747,9.723,76.6,1.76,1.36,9.6,FW,Completed,Fit
1298.8,1.901,2.629,8.914,64.2,2.1,1.38,9.6,GK,Not Completed,Fit
1507.1,1.825,3.145,9.913,63.4,1.76,1.58,10.5,FW,Partial,Unfit
1640.4,1.653,2.685,10.127,50.4,2.08,1.26,15.7,FW,Completed,Unfit
1559.8,2.006,2.876,9.05,59.2,1.93,1.39,13.8,FW,Completed,Unfit
1362,1.898,3.092,9.69,51.3,2.01,1.49,10.6,DF,Partial,Fit
1086.5,2.176,3.149,9.323,56.6,2.1,1.55,4.7,GK,Completed,Unfit
1057.5,1.722,2.606,9.26,42.9,1.85,1.07,9.6,GK,Completed,Unfit
1326.6,1.874,2.41,9.175,61,1.88,1.27,8.4,FW,Completed,Fit
1254.2,2.055,2.735,10.245,46.5,1.86,1.4,9.2,MF,Not Completed,Unfit
1484.9,1.73,2.908,10.964,56,1,1.48,11.3,MF,Completed,Unfit
1267.3,1.605,3.078,9.957,70.3,1.12,1.55,11,DF,Completed,Unfit
1087.8,1.856,2.917,9.503,50.1,1.54,1.37,4.9,MF,Completed,Fit
1273,1.815,2.936,8.662,53.1,1.65,1.26,9.1,DF,Partial,Fit
1273.9,2.188,3.562,10.877,64.2,1.57,2.05,15.6,MF,Not Completed,Unfit
1673.5,1.759,3.252,8.787,75.1,2.06,1.54,7.8,DF,Partial,Unfit
1688.1,2.023,3.063,9.164,43.5,1.65,1.18,7,DF,Completed,Unfit
1330.7,1.902,3.029,9.277,49.4,1.13,1.24,6.3,FW,Partial,Unfit
2055.8,1.982,2.601,,64.2,2.12,1.25,9.3,FW,Completed,Unfit
1329.2,1.965,3.042,8.435,47.2,2.01,1.73,11,MF,Partial,Unfit
1447,2.078,2.647,10.776,54.2,1.51,1.67,6.7,FW,Not Completed,Unfit
1315.5,1.994,2.677,9.894,61.2,1.93,1.46,7.4,DF,Partial,Fit
1629.4,1.848,3.049,10.546,54.6,1.74,1.82,8,DF,Partial,Unfit
978.9,2.055,2.919,,52,1.44,1.52,13.8,GK,Not Completed,Unfit
1365.8,1.681,3.026,9.65,45.7,1.35,1.64,11.9,FW,Not Completed,Unfit
1379.1,1.91,3.226,9.463,66.8,2.11,1.59,12.9,FW,Partial,Unfit
943.3,1.902,2.904,9.515,71.1,1.69,1.74,8.2,GK,Partial,Unfit
1394.1,1.949,2.508,9.814,45.1,1.33,1.61,6.1,FW,Not Completed,Unfit
1309.2,1.876,3.125,8.875,65.7,2,1.25,10.1,DF,Partial,Unfit
1226.6,1.921,2.841,9.584,42.1,1.41,1.35,11.2,DF,Partial,Unfit
888.7,2.06,2.599,9.174,39.2,2.08,1.19,5.5,DF,Not Completed,Unfit
1247.8,1.917,3.05,9.384,54.6,1.62,1.37,11.9,GK,Partial,Fit
1380,2.117,3.001,10.219,63.6,1.58,1.48,13.2,MF,Completed,Unfit
1456.6,1.961,2.709,9.626,52.7,1.19,1.34,5.2,FW,Completed,Unfit
1243.5,1.722,2.761,9.326,53.6,1.37,1.36,5.1,GK,Partial,Fit
1098,1.815,2.963,9.913,50.9,1.65,1.3,15.7,GK,Completed,Unfit
1749.9,1.594,3.104,8.724,57.1,1.79,1.52,11.9,FW,Not Completed,Unfit
1524.3,2.062,2.954,10.383,49.7,1.83,1.25,16.1,MF,Completed,Unfit
1296.9,1.772,3.067,9.294,45.9,2.46,1.73,9.8,DF,Not Completed,Unfit
1125.1,1.618,2.742,9.746,35.4,17.1,1.14,4.1,MF,Not Completed,Unfit
1125.2,2.003,2.634,10.805,57.7,1.27,1.4,11.1,FW,Partial,Unfit
1352.4,1.834,3.059,9.922,41.9,1.69,1.66,12.3,MF,Partial,Unfit
1326.8,1.63,3.225,11.677,64.2,1.8,1.62,14.5,FW,Partial,Unfit
1192.1,1.926,2.843,9.179,72.5,2.25,1.21,10.1,FW,Partial,Fit
1449.3,1.789,2.674,8.869,55.3,1.47,1.4,12.8,GK,Completed,Fit
1260,1.964,2.469,9.682,73.8,1.66,1.75,10.3,FW,Completed,Fit
1446.9,1.886,3.007,9.124,47,1.57,1.45,7.5,DF,Partial,Unfit
1163.2,1.796,3.339,9.867,47.2,1.86,1.58,10.2,FW,Not Completed,Unfit
1406.6,1.852,3.063,9.337,75.4,1.72,0.94,12.5,GK,Not Completed,Unfit
1852.7,1.823,2.688,10.302,66.9,1.48,1.56,15.9,FW,Completed,Unfit
992.5,1.554,2.88,7.979,74.3,1.89,1.57,4.6,DF,Completed,Unfit
834.9,1.641,2.844,9.562,62.8,1.78,1.43,9.8,MF,Partial,Unfit
1527.9,1.758,3.152,9.686,56.5,1.71,1.35,7.9,DF,Completed,Unfit
,1.979,3.092,9.314,83.1,1.03,1.3,7.1,DF,Partial,Unfit
,1.993,2.747,8.736,53.1,1.9,1.15,5.5,FW,Not Completed,Unfit
1120.1,1.768,2.623,8.608,56.5,2,1.43,13.5,GK,Completed,Fit
500,2.012,2.643,9.642,72.3,1.95,1.2,14.2,FW,Partial,Unfit
1143.5,1.736,3.389,9.776,58,1.89,1.65,13.9,MF,Completed,Unfit
1381.3,1.865,3.113,9.086,64.7,1.39,1.29,4,FW,Not Completed,Unfit
1293.3,1.907,3.037,10.169,56.1,1.39,1.13,4.9,MF,Not Completed,Unfit
1425.4,1.813,2.748,8.686,58.2,1.85,0.78,5.8,MF,Completed,Unfit
1380.1,1.804,2.869,9.169,58.2,1.7,1.27,13.3,MF,Completed,Fit
1018.1,1.821,3.266,9.56,57,1.87,1.35,9.3,FW,Not Completed,Unfit
1325.8,1.832,3.183,10.846,53.8,1.69,1.18,7.2,MF,Not Completed,Unfit
1188.7,1.726,2.672,9.312,38.8,1.58,1.51,11.4,FW,Completed,Unfit
859.3,1.82,2.465,9.928,81.2,1.6,1.48,5.5,MF,Not Completed,Unfit
1347.7,1.927,2.834,9.275,52.6,1.18,1.67,4.9,DF,Not Completed,Unfit
1145.8,1.714,2.646,10.593,44.6,1.9,0.92,4,DF,Partial,Unfit
1053.3,1.908,2.997,9.815,53.3,1.77,1.71,7,FW,Completed,Fit
956.7,1.5,3.201,9.71,53.9,1.64,1.37,12.7,DF,Not Completed,Unfit
1267.5,1.88,2.389,8.744,51.9,1.38,1.72,10.3,MF,Not Completed,Fit
1364.3,1.928,3.08,8.475,45.2,1.66,1.38,8.5,DF,Partial,Unfit
1123,1.815,3.3,10.007,50.6,1.63,1.22,7.6,MF,Completed,Unfit
1444.6,1.631,2.98,9.77,56.2,1.57,1.08,8.6,DF,Completed,Unfit
1324.2,1.892,2.961,9.117,,1.24,1.32,7.2,MF,Completed,Unfit
1041.2,1.91,,9.773,44.8,1.67,1.51,4.2,FW,Not Completed,Unfit
1201.4,1.919,3.192,8.931,40.5,1.65,1.02,11.9,MF,Not Completed,Unfit
1160.3,1.941,3.009,8.638,54.5,1.36,1.38,13.8,DF,Completed,Fit
1209.4,1.848,2.782,9.45,56.1,2.49,1.04,16.4,DF,Completed,Unfit
1033.1,1.861,2.231,10.55,48.3,1.89,1.11,5.5,DF,Not Completed,Unfit
1595.6,1.95,2.464,9.567,58.3,1.8,1.45,14,GK,Partial,Fit
1474.4,1.802,2.711,9.562,47.4,1.38,1.23,7.7,FW,Completed,Unfit
1186,1.68,2.662,10.03,43.2,1.68,1.5,10,MF,Partial,Unfit
960.4,1.786,2.759,10.699,62.8,1.98,1,8.6,FW,Partial,Unfit
1389.5,2.061,2.853,10.452,57.6,1.9,1.9,9.6,DF,Not Completed,Unfit
1294.5,2,3.037,9.638,64.6,1.84,1.31,18.7,GK,Completed,Unfit
1408,1.817,2.88,9.271,56.8,1.56,1.49,12.2,FW,Not Completed,Fit
1200.6,1.73,2.996,8.338,42.3,1.53,1.48,14.5,FW,Completed,Unfit
1105.5,1.975,3.122,10.825,,2.18,1.46,6.6,FW,Completed,Unfit
1238.8,1.879,3.021,10.725,65.9,2.15,1.3,9.4,GK,Partial,Unfit
1706,1.935,2.929,9.294,54.2,1.48,1.05,12.7,MF,Completed,Unfit
1254.8,1.4,2.946,10.008,55.1,1.94,1.5,12.1,DF,Completed,Fit
1175.3,1.696,2.97,10.608,65.3,1.47,1.49,6.8,FW,Not Completed,Unfit
1525.9,1.896,3.234,9.783,59.7,1.59,1.33,14.8,GK,Not Completed,Unfit
1270,2.169,2.556,10.367,60.6,1.71,1.33,7.3,DF,Completed,Unfit
1168.8,1.677,2.85,,68.1,1.66,1.56,8.9,MF,Partial,Fit
1646.8,1.904,2.769,8.405,51,1.64,1.54,9.8,DF,Completed,Fit
1279.1,1.816,2.964,10.518,,1.74,1.78,15.2,FW,Completed,Unfit
,1.879,2.903,9.648,48,2.18,1.92,7.1,MF,Partial,Unfit
1496.2,1.964,2.969,9.405,391,1.88,1.58,4.1,GK,Not Completed,Unfit
1384.1,1.846,2.819,10.074,52.7,2.01,1.21,8.8,DF,Completed,Fit
1073.2,1.715,3.168,9.079,66.3,1.7,1.46,8.8,GK,Completed,Unfit
1946.5,2.058,,10.222,71,1.68,1.65,9.8,MF,Completed,Unfit
1451.1,1.554,2.57,11.079,62.9,2.02,1.15,10.8,FW,Partial,Unfit
1423.7,1.869,2.58,8.369,44.2,1.49,1.5,12.6,MF,Partial,Unfit
1156.1,1.712,2.969,9.581,49.1,1.86,1.39,6.6,MF,Completed,Unfit
1096.6,1.981,3.006,9.419,60.6,1.8,1.67,10.8,GK,Completed,Fit
1578.9,1.669,3.099,9.707,37.7,1.65,1.45,10,FW,Partial,Unfit
1694.8,1.854,2.679,9.238,44,1.21,1.7,15.4,DF,Not Completed,Unfit
1351.1,2.032,3.203,9.503,,1.93,1.39,8.6,GK,Partial,Unfit
1518.2,1.81,2.612,10.887,64.9,1.88,1.63,8.4,GK,Not Completed,Unfit
1325.9,1.817,2.852,10.182,72.2,2.01,1.56,10.9,GK,Completed,Fit
899.8,1.738,3.051,9.681,58.3,1.77,1.45,13.5,MF,Partial,Unfit
1389.9,1.886,2.98,,63.9,1.14,1.36,8.6,FW,Partial,Unfit
1248,1.961,2.822,11.082,44.8,2.28,1.13,6.4,GK,Partial,Unfit
1481,1.809,3.035,8.713,69.3,1.31,1.19,12.2,MF,Partial,Unfit
1373.2,1.729,,9.407,64.7,2.03,1.44,9.9,DF,Completed,Fit
1481.8,1.927,2.448,10.47,57.8,1.97,1.61,4,FW,Partial,Fit
1472.4,1.757,2.473,10.623,55,1.43,1.36,7.5,DF,Partial,Unfit
1450.1,1.767,3.196,9.438,71,2.12,1.43,8.2,GK,Partial,Unfit
1219,1.951,3.086,9.751,44.3,1.66,1.63,11.5,GK,Partial,Unfit
1358,1.674,3.045,10.293,57.1,1.76,1.5,11.1,GK,Not Completed,Fit
1784.7,1.755,3.547,8.583,42.8,1.69,1.1,10.9,MF,Partial,Unfit
1159.4,1.788,2.795,10.351,,1.92,1.77,11,FW,Completed,Fit
1535.3,1.738,2.673,8.999,60.3,1.78,1.46,4,FW,Not Completed,Fit
1214.6,2.012,2.962,9.636,53.1,1.83,1.21,7.6,MF,Partial,Unfit
1265.7,1.668,2.7,,65.9,2.01,1.52,10.6,MF,Completed,Fit
991,1.693,2.842,8.759,53.2,1.42,1.68,8.3,MF,Partial,Unfit
1181.9,,3.021,8.734,59.8,1.69,1.12,14.1,FW,Not Completed,Unfit
1166.5,1.918,2.73,10.257,55.5,0.89,1.36,10.8,MF,Partial,Unfit
1204.3,1.718,2.789,8.999,46.6,1.88,1.35,16.9,MF,Not Completed,Unfit
1339.8,1.826,3.114,8.229,56.8,1.83,1.25,7.9,DF,Partial,Unfit
1372.9,1.922,2.679,10.92,47,2.02,1.19,13.1,DF,Completed,Unfit
1126.9,1.674,3.048,9.748,74.4,1.32,1.76,14.9,DF,Not Completed,Fit
1110.4,1.78,2.396,9.342,63,1.45,1.7,4.3,FW,Partial,Fit
1833.2,1.973,2.7,8.715,58.9,1.54,1.45,7.8,MF,Not Completed,Fit
884.3,1.742,2.551,9.792,54.6,1.79,1.66,6.3,MF,Not Completed,Unfit
1452.8,2.136,3.045,9.602,65.5,1.49,1.75,14,GK,Completed,Unfit
1449,1.724,2.802,8.593,53.4,1.3,1.1,12.1,FW,Partial,Unfit
1142.5,1.657,2.81,9.615,41.9,1.6,1.42,12.4,MF,Partial,Unfit
1338.7,1.616,2.898,10.009,69,1.61,0.71,9.6,FW,Completed,Unfit
1130.2,1.959,2.631,9.08,48.4,0.97,1.1,11.1,GK,Not Completed,Unfit
1458.6,1.735,2.879,7.968,36.8,1.95,1.61,16.6,FW,Partial,Unfit
1272.1,1.988,2.514,9.502,55.5,1.4,1.52,8.9,FW,Partial,Fit
1497.7,1.961,3.169,10.328,48.2,1.69,1.2,7.1,GK,Completed,Unfit
1763.4,1.809,2.717,9.52,50.3,1.89,1.72,9.9,DF,Partial,Fit
1191.4,1.778,2.626,10.465,37.2,1.58,1.38,8.5,FW,Partial,Unfit
1322.9,1.776,3.578,10.03,32.3,1.68,1.37,11.6,GK,Partial,Unfit
14670,1.739,3.077,9.768,53.6,1.34,0.85,5.7,GK,Completed,Unfit
1306.2,1.797,2.451,9.718,64.8,1.93,1.33,11.9,MF,Partial,Fit
1376.7,1.934,3.073,8.396,58.5,1.36,1.09,10.2,DF,Completed,Unfit
1275.3,1.756,2.784,10.53,66,1.13,1.26,17.8,MF,Partial,Unfit
,1.59,2.651,10.053,66.1,1.81,0.95,5.3,GK,Partial,Unfit
1671.1,,2.728,9.279,57.1,1.82,1.01,10.7,FW,Partial,Unfit
1272.4,1.761,3.189,9.095,80.2,1.64,1.4,6.1,DF,Completed,Unfit
842,1.887,2.806,8.537,49.5,2.08,1.28,9.2,GK,Not Completed,Unfit
1205.6,1.804,3.147,9.349,48.5,1.07,1.43,11.9,MF,Completed,Unfit
1168.8,1.951,2.924,9.057,44,1.12,1.89,9.3,MF,Not Completed,Unfit
1180.6,1.896,3.108,,65.8,2.07,1.06,5.4,DF,Partial,Unfit
774.9,1.846,3.187,8.807,58.5,2.23,1.48,11.4,MF,Completed,Unfit
1727.8,1.858,2.733,9.65,51.5,2.24,1.32,13.3,GK,Completed,Fit
1399.5,1.914,2.844,9.714,66,2.42,1.58,4,FW,Not Completed,Fit
1193.5,2.06,2.794,10.212,57.9,1.97,1.11,8.1,DF,Completed,Unfit
1171.4,1.789,2.685,9.633,63.9,1.66,1.7,12.6,GK,Completed,Fit
1204.9,1.855,2.61,9.547,54.5,2.28,1.56,8.2,MF,Not Completed,Fit
916.2,1.705,2.702,10.577,59.7,0.82,0.61,10.1,MF,Partial,Unfit
1061.6,1.931,2.898,10.233,51.7,1.62,1.14,15.3,MF,Completed,Unfit
1152.7,1.867,2.886,9.599,55.2,1.15,0.98,8.7,FW,Completed,Unfit
1192.3,1.911,2.682,9.933,59,1.39,1.8,7.7,MF,Completed,Fit
936.6,1.871,3.095,9.933,69.9,1.46,1.49,4.6,GK,Not Completed,Unfit
1530.7,1.777,3.006,10.371,62.9,1.62,1.66,4,DF,Completed,Fit
1564.6,1.95,3.181,10.505,50.2,2.05,1.38,13.9,DF,Not Completed,Unfit
1022.7,1.715,2.829,8.861,37.8,1.44,1.73,8.9,GK,Completed,Unfit
1333.5,1.421,2.6,8.883,56.1,1.76,1.16,5.6,MF,Completed,Unfit
1306.4,1.8,2.805,8.27,30.4,1.61,1.09,10.7,FW,Completed,Unfit
1652.8,1.953,2.732,10.298,46.2,2.04,1.02,9.5,GK,Not Completed,Unfit
1316.2,1.845,2.767,9.081,,1.48,1.27,9.8,GK,Partial,Unfit
1300,1.972,3.46,9.183,63.6,1.75,1.5,13,GK,Not Completed,Unfit
1597.3,1.726,2.801,8.882,76.4,1.72,0.99,7.8,DF,Not Completed,Unfit
1074,1.92,2.806,9.69,45.7,1.8,1.48,11.4,MF,Completed,Unfit
1431.4,1.907,2.433,11.022,55.8,2.09,1.54,5.8,DF,Completed,Unfit
1387.7,1.769,2.398,10.048,61.8,1.88,0.87,11.4,MF,Partial,Unfit
973,1.789,3.027,9.588,54.5,1.55,1.45,12.1,FW,Partial,Unfit
1093.5,1.746,3.152,10.264,63.9,1.49,1.29,4,DF,Partial,Unfit
1573,1.873,2.924,9.665,52.3,0.8,1.11,13.6,FW,Completed,Unfit
1474.6,1.528,2.859,9.465,47.7,1.54,1.54,6.4,FW,Partial,Unfit
1283.2,1.515,2.856,9.326,41.4,1.32,1.46,11.3,MF,Not Completed,Unfit
14910,1.786,3.163,,43.9,1.69,1.63,11.4,MF,Partial,Unfit
1140.3,1.977,2.803,8.752,57.2,1.65,1.35,10.1,FW,Not Completed,Fit
972.6,2.009,2.539,9.131,64.3,1.75,1.48,12.7,DF,Partial,Unfit
1574.5,1.664,3.16,9.99,65,1.81,1.35,11.1,FW,Not Completed,Unfit
670,1.546,3.03,9.349,61.3,1.59,1.07,12.7,GK,Not Completed,Unfit
1121.4,1.732,3.267,8.914,56,1.26,0.89,4,FW,Partial,Unfit
889.8,1.974,2.337,8.526,61.8,1.27,1.54,11.9,FW,Not Completed,Unfit
1234,1.752,3.173,9.719,55.8,2.04,1.52,10.9,MF,Completed,Unfit
1118.8,1.895,3.253,9.813,46.9,1.57,1.47,15.5,FW,Completed,Unfit
1171.6,2.063,2.587,10.549,47.8,2.31,1.36,9.3,FW,Completed,Unfit
1475,,3.258,10.159,52.5,1.86,1.63,13.4,DF,Completed,Unfit
1550.8,1.886,2.672,9.385,39.5,1.59,1.28,10.4,MF,Completed,Unfit
1076.5,1.859,3.479,9.042,55.2,1.65,1.4,12.7,GK,Partial,Unfit
1268.6,1.762,3.293,9.326,,1.84,1.64,9.7,MF,Completed,Unfit
1701,1.903,3.086,10.492,57.6,1.42,1.42,7.5,GK,Not Completed,Fit
891.9,1.968,3.259,9.843,54,1.48,1.39,7.2,FW,Not Completed,Unfit
959.1,1.645,3.271,9.322,43.3,1.84,1.67,7.3,GK,Not Completed,Unfit
1527.1,1.739,3.021,9.221,40,1.95,1.56,8.4,FW,Partial,Unfit
1441.9,2.14,3.047,9.028,,1.56,1.18,7.7,MF,Partial,Unfit
1651.4,1.753,2.905,,59.2,1.38,1.72,11.1,FW,Not Completed,Fit
862.2,1.755,2.904,9.875,58.9,1.59,1.51,7.9,FW,Not Completed,Unfit
1507.1,1.915,2.984,9.873,58.7,1.7,0.78,11.4,GK,Partial,Unfit
903.1,1.753,2.662,9.651,,1.6,1.01,11.8,FW,Completed,Unfit
1231,1.721,2.711,10.459,48.9,1.86,1.44,10.4,MF,Not Completed,Unfit
1485.1,1.982,2.881,9.363,61.2,1.92,1.98,8.3,FW,Completed,Fit
1131.8,2.06,2.394,9.022,32.9,1.47,1.21,8.4,MF,Not Completed,Unfit
1651.2,1.904,2.702,10.212,58.4,1.88,1.13,13.1,FW,Completed,Unfit
1616.5,1.988,3.008,10.031,,1.37,0.87,9.1,GK,Completed,Unfit
1209.5,1.749,3.307,9.516,52.3,1.92,1.15,11.8,DF,Partial,Unfit
1468.9,1.944,3.016,10.087,64.5,2.22,1.2,11.5,MF,Completed,Fit
1495.7,,2.826,10.019,64,1.09,1.22,8.1,DF,Completed,Unfit
1387.7,1.905,2.824,9.264,67.6,1.77,1.56,9.4,GK,Partial,Fit
1384,1.523,3.007,9.112,63.4,1.6,1.26,16.4,MF,Partial,Unfit
856.4,2,2.89,9.617,58.4,1.55,1.27,8.8,DF,Completed,Unfit
1249.2,1.999,3.307,9.664,44.9,2.1,1.48,10.4,DF,Completed,Unfit
1481.3,1.811,3.36,9.849,56.5,1.82,1.76,10.5,FW,Completed,Unfit
1134.7,1.979,2.474,8.896,61.5,1.4,0.93,12.1,FW,Not Completed,Unfit
1549.1,1.952,2.74,8.675,37.4,1.78,1.52,13.6,DF,Not Completed,Unfit
1526.7,2.02,2.579,9.105,47,1.66,1.19,6.6,DF,Completed,Unfit
1523.4,1.735,3.144,9.382,61,1.69,1.64,8,MF,Partial,Unfit
1545.9,1.81,2.869,9.153,53.2,1.52,1.15,4.9,GK,Partial,Unfit
1309.2,1.958,3.132,9.515,52.3,1.59,1.26,13.7,MF,Completed,Unfit
,1.537,2.766,9.68,50.3,1.54,1.69,8.4,FW,Not Completed,Fit
1603.7,1.903,2.351,8.544,46,1.94,1.62,12.4,MF,Completed,Unfit
1062.7,1.999,2.726,9.654,47.4,1.41,1.13,8.4,DF,Completed,Unfit
1556.3,1.79,2.909,,44.7,1.05,1.49,12.4,FW,Completed,Unfit
1729.6,1.417,2.787,8.848,62.9,1.65,1.05,5.9,MF,Not Completed,Unfit
1392.8,1.991,2.944,10.17,51.3,1.22,1.04,12.9,GK,Not Completed,Unfit
1440.8,2.138,2.62,10.061,62.3,1.65,1.11,10.2,DF,Not Completed,Unfit
1042.9,1.769,2.803,10.612,58.5,1.81,1.53,8.8,DF,Not Completed,Unfit
1631.4,1.855,2.258,9.684,74.6,1.49,1.42,6.8,DF,Completed,Fit
1564.6,1.698,2.385,10.538,56.3,1.48,1.46,10.9,FW,Partial,Unfit
1356.5,1.951,2.647,8.877,53.1,1.77,1.34,9.6,DF,Completed,Fit
1135.9,1.79,3.04,10.084,51.4,1.84,1.34,9.7,FW,Completed,Fit
1031.3,1.745,2.852,10.566,74.2,1.82,1.47,10.5,GK,Completed,Unfit
1510.4,1.803,,9.681,58.9,1.32,1.68,9.1,FW,Completed,Fit
,1.694,2.5,9.585,48.3,2.48,1.49,9.3,DF,Partial,Unfit
1376.6,1.777,2.634,9.069,69.3,1.33,1.74,7.3,GK,Partial,Fit
1251.1,1.839,2.608,10.945,63.5,2.51,1.66,5.9,GK,Partial,Unfit
1257.6,1.743,2.635,9.599,47.7,1.94,1.39,14.4,DF,Completed,Unfit
1373.2,1.787,2.608,10.525,44.4,1.72,1.38,5.1,GK,Partial,Unfit
1596.4,1.682,3.012,10.671,59.8,1.59,1.67,8.7,MF,Completed,Unfit
1732,1.982,2.86,8.651,,2.31,1.71,9.2,GK,Not Completed,Fit
1169.9,,3.233,10.137,61.5,1.3,0.92,10.5,MF,Partial,Unfit
1284.6,2.08,2.778,8.781,62.6,1.93,1.31,9.5,FW,Partial,Unfit
1307.1,1.862,3.475,9.862,45.4,1.82,1.71,11.7,DF,Partial,Unfit
926.6,1.937,3.073,9.243,53.2,1.71,1.73,4,FW,Completed,Unfit
1503.9,2.136,2.853,9.391,62.7,2.02,1.07,10,FW,Completed,Unfit
